patent_id,priority_claim_sequence,priority_claim_kind,foreign_application_id,filing_date,foreign_country_filed
7274558,0,national,2004-249256,2004-08-27,JP
10808738,0,national,10 2016 206 822,2016-04-21,DE
5760537,0,,95202908,1995-10-26,EP
9103574,0,national,2005-309688,2005-10-25,JP
D695135,0,national,4025674,2012-07-17,GB
6080720,0,,6-201257,1994-07-22,JP
6802685,0,,199 07 690,1999-02-23,DE
5953063,0,,8-124288,1996-05-20,JP
5280469,0,,3-146109,1991-06-18,JP
9770865,1,national,10-2013-0099564,2013-08-22,KR
9753403,1,national,2015-007190,2015-01-16,JP
7279530,0,national,2003-115490,2003-04-21,JP
10373793,0,national,2016-173138,2016-09-05,JP
4443982,0,,81 13673,1981-07-10,FR
9596405,0,national,2012 1 0512940,2012-12-04,CN
4840946,0,,3640715,1986-11-28,DE
5052133,0,,89121643.4,1989-11-23,EP
D870555,1,regional,004814002,2018-03-20,EM
4495611,0,,56-120914[U],1981-08-14,JP
8173975,0,regional,04101311,2004-03-31,EP
4221197,0,,51-101619,1976-08-27,JP
6203849,0,,196 19 678,1996-05-15,DE
4825346,0,,3543292,1985-12-07,DE
9374511,1,national,2011-223613,2011-10-11,JP
10847594,0,national,10-2018-0017149,2018-02-12,KR
6916213,0,national,20002644,2000-12-01,FI
4529760,0,,57-192086,1982-11-01,JP
7808529,0,national,2003-276804,2003-07-18,JP
7217079,0,national,2003-025768,2003-02-03,JP
10921731,0,national,2019-058549,2019-03-26,JP
8449628,0,national,2005-017638,2005-01-25,JP
6310147,4,,10-349011,1998-12-08,JP
10036354,0,national,2015-165324,2015-08-25,JP
5241119,0,,22071 A/86,1986-10-22,IT
7266891,0,national,102 37 864,2002-08-19,DE
8213987,0,national,2009-033434,2009-02-17,JP
9109997,0,national,10 2009 028 022,2009-07-27,DE
D411836,2,,2073321,1998-03-18,GB
11071328,1,national,201822132438.1,2018-12-18,CN
7569961,1,national,2006-343228,2006-12-20,JP
9128890,0,national,10-2012-0149781,2012-12-20,KR
4068355,0,,7734/75,1975-06-14,CH
7289760,0,national,2004-000735,2004-01-06,JP
7740918,0,regional,06005479,2006-03-17,EP
9134003,2,national,2011-146267,2011-06-30,JP
4238231,0,,23798/78,1978-05-30,GB
11202414,0,national,10-2016-0123821,2016-09-27,KR
9166616,3,national,2012-185371,2012-08-24,JP
7044798,0,national,2003-419577,2003-12-17,JP
6414352,0,,9-246968,1997-09-11,JP
9294175,0,national,10-2010-0031369,2010-04-06,KR
11244814,0,national,2016-138710,2016-07-13,JP
4076837,1,,13308/76,1976-10-21,CH
7901602,0,national,2003-101557,2003-04-04,JP
4334155,0,,2831058,1978-07-14,DE
6137759,2,,8-249380,1996-09-20,JP
9059566,0,national,2012-017092,2012-01-30,JP
9038268,0,national,2011-027197,2011-02-10,JP
10672570,1,national,108100855 A,2019-01-09,TW
7538430,0,national,2005-294902,2005-10-07,JP
7183916,0,national,PD2001A0217,2001-09-11,IT
8000564,0,national,10-2007-0031872,2007-03-30,KR
5815053,0,,4-305029,1992-10-16,JP
6756587,3,,9813224,1998-06-18,GB
10005552,0,regional,14400037,2014-05-28,EP
6474898,0,,11-119704,1999-04-27,JP
11190384,0,national,201810563647.3,2018-06-04,CN
10489933,0,regional,16306565,2016-11-28,EP
10383177,0,national,10 2013 218 840,2013-09-19,DE
6813845,0,,01811221,2001-12-12,EP
9444994,0,national,2013-209386,2013-10-04,JP
7253704,0,national,10-2003-0085687,2003-11-28,KR
9587052,0,national,10-2014-0127051,2014-09-23,KR
7379696,0,national,2004-136070,2004-04-30,JP
D454587,0,,00 3 19356,2000-11-14,CN
4924807,1,,61-176228,1986-07-26,JP
8427678,1,national,2009-222868,2009-09-28,JP
10570651,0,national,2013-269402,2013-12-26,JP
5841769,3,,7-170574,1995-07-06,JP
8173052,1,national,P.2003-319039,2003-09-10,JP
D813838,5,regional,002680827-0006,2015-04-14,EM
8778531,0,national,10-2004-0046670,2004-06-22,KR
5260330,0,,4036782,1990-11-17,DE
7715592,1,national,9903293.0,1999-02-12,GB
10917482,0,national,2019-054460,2019-03-22,JP
11232893,0,national,JP2017-044289,2017-03-08,JP
9054430,0,national,2012-148347,2012-07-02,JP
10773549,0,national,2016-178090,2016-09-12,JP
9818958,2,national,2011-229117,2011-10-18,JP
9000609,0,national,101100682 A,2012-01-06,TW
6732992,1,,10-047449,1998-02-27,JP
7838996,0,national,2006-196130,2006-07-18,JP
6171265,0,,197 00 270,1997-01-07,DE
8433097,1,national,2007020336,2007-01-31,JP
6103830,0,,7-089606,1995-04-14,JP
8548472,0,national,10-2010-0063650,2010-07-02,KR
8586987,0,national,2009-210387,2009-09-11,JP
8366214,0,national,A 52/2007,2007-01-11,AT
7040748,2,national,2003-087044,2003-03-27,JP
4971538,0,,63-144612,1988-06-14,JP
D691066,0,national,2010-030369,2010-12-20,JP
D609599,0,regional,000956347-0003,2008-06-23,EM
10250567,0,national,2001-395475,2001-12-26,JP
5780374,1,,8-001121,1996-01-09,JP
8803221,0,national,2010-204804,2010-09-13,JP
8544508,0,national,200931183,2009-12-17,ES
6333547,1,,11-163202,1999-06-10,JP
6979222,0,national,60/332038,2001-11-21,US
8118961,0,national,TO2007A0294,2007-05-03,IT
4776027,0,,59-24140,1984-02-09,JP
7010486,0,national,101 06 581,2001-02-13,DE
8967794,0,national,2012-220989,2012-10-03,JP
9350117,0,regional,13382173,2013-05-10,EP
5027417,4,,1-164331,1989-06-27,JP
9052516,0,national,2013 1 0230766,2013-06-09,CN
9674543,0,national,10-2013-0031756,2013-03-25,KR
11356942,0,regional,17150464,2017-01-05,EP
6510045,0,,2000-118989,2000-04-20,JP
9771939,0,national,2011-213557,2011-09-28,JP
6452657,0,,10-262931,1998-09-17,JP
6757139,0,,P2000-313237,2000-10-13,JP
7758678,0,national,2007-108095,2007-04-17,JP
4504556,1,,8319050,1983-07-14,GB
7951903,0,national,2007-225268,2007-08-31,JP
6776054,0,,9910718,1999-05-10,GB
4607292,0,,57-53821,1982-04-02,JP
4788525,0,,8403488,1984-07-10,BR
7639020,0,national,2006-316355,2006-11-22,JP
6441459,2,,2000-094686,2000-03-30,JP
10534462,1,national,2017 2 0024309 U,2017-01-09,CN
6262923,1,,10-181063,1998-06-26,JP
10005716,1,national,10-2015-0019330,2015-02-09,KR
5905805,0,,0179/94,1994-02-11,DK
7332781,0,national,01 12124,2001-09-20,FR
4278581,3,,52-115594,1977-09-28,JP
9680272,0,national,2012-032782,2012-02-17,JP
11111808,1,national,1761722,2017-12-06,FR
9978839,0,national,2012-011213,2012-01-23,JP
9272974,0,regional,1219133,2012-11-19,EP
5475454,3,,2-185415,1990-07-16,JP
6425082,0,,10-030492,1998-01-27,JP
8358734,2,national,2006-282845,2006-10-17,JP
4007237,0,,50-048023,1975-04-19,JA
6780918,0,,102 06 557,2002-02-18,DE
9616180,0,national,2005 00113,2005-01-21,DK
9974879,1,national,1406113.9,2014-04-04,GB
10663892,0,national,2016-121405,2016-06-20,JP
6624369,1,,2000-244048,2000-08-07,JP
9428406,0,national,10-2013-0018956,2013-02-22,KR
11299000,0,national,JP2019-076547,2019-04-12,JP
9847720,0,national,104124918 A,2015-07-31,TW
10967120,0,regional,16185739,2016-08-25,EP
11163401,0,national,108148730,2019-12-31,TW
8627900,0,national,2008-141409,2008-05-29,JP
10625215,0,national,2014-237814,2014-11-25,JP
8324032,1,national,2000-267851,2000-09-04,JP
7951720,0,national,10-2008-0088665,2008-09-09,KR
11320965,0,national,JP2017-193779,2017-10-03,JP
8330207,0,national,10-2006-0093524,2006-09-26,KR
4811354,0,,60-193740,1985-09-04,JP
7387146,0,national,2005-136395,2005-05-09,JP
11130413,0,national,10 2016 225 107.4,2016-12-15,DE
6326223,2,,9-236117,1997-09-01,JP
8390887,0,regional,07117464,2007-09-28,EP
10706658,0,national,2014-214754,2014-10-21,JP
4880716,0,,62-28345,1987-02-12,JP
10200942,0,national,2014-097822,2014-05-09,JP
5700101,4,,62-1701090,1987-11-19,JP
10521372,0,national,10-2016-0055762,2016-05-04,KR
D494299,0,,1352/2003,2003-04-28,AU
9831848,0,national,2010-288453,2010-12-24,JP
8743269,2,national,2009-141904,2009-06-15,JP
4544897,0,,57-209875,1982-11-30,JP
8961351,0,national,2010-206537,2010-09-15,JP
6606538,0,,01 09097,2001-07-09,FR
10335922,0,national,130/MUM/2015,2015-01-13,IN
7257980,0,national,20030956,2003-06-27,FI
4757216,0,,60-285471,1985-12-20,JP
5352089,4,,4-345819,1992-12-25,JP
D443266,0,,089303783,2000-06-03,TW
8760084,0,national,100100173 A,2011-01-04,TW
8122879,0,national,0514609.7,2005-07-15,GB
D616622,1,national,129453,2009-01-27,CA
8352050,0,national,200717537-5,2007-11-06,SG
7904207,0,national,2005-214890,2005-07-25,JP
D769191,0,regional,002195537-0001,2013-03-03,EP
8607440,1,national,2009-064824,2009-03-17,JP
8774492,0,national,2010-214228,2010-09-24,JP
5700947,0,,9320599,1993-10-06,GB
4465373,0,,55-81697,1980-06-17,JP
7688567,0,national,P2005-228000,2005-08-05,JP
6515574,0,,9802125,1998-01-30,GB
D396139,0,,M 95 09 503.9,1995-12-07,DE
5034821,0,,8906925,1989-05-26,FR
6111779,0,,98-16259,1998-05-07,KR
9163157,0,national,2008-068605,2008-03-17,JP
8510637,1,national,99131626 A,2010-09-17,TW
6515095,1,,11-180094,1999-06-25,JP
11231823,0,national,2012-126594,2012-06-01,JP
7026169,0,national,2003-071953,2003-03-17,JP
4727214,0,,86284,1986-01-30,LU
7737353,0,national,2006-012550,2006-01-20,JP
7553328,0,national,10 2005 010 705,2005-03-09,DE
7298801,0,national,00 11198,2000-09-01,FR
7008007,2,national,P 2004-149428,2004-05-19,JP
4463618,0,,54-68838,1979-06-04,JP
7616492,2,national,10 2006 022 072,2006-05-11,DE
5316712,0,,4-125297,1992-04-03,JP
11353585,0,regional,16178128,2016-07-06,EP
10590421,0,regional,10172076,2010-08-05,EP
6475898,0,,00830810.8,2000-12-12,EP
9802463,0,national,2013-193027,2013-09-18,JP
8876419,0,national,2010-055791,2010-03-31,JP
10877567,0,national,2015-172153,2015-09-01,JP
9595674,0,national,10-2015-0026021,2015-02-24,KR
9484066,0,national,10-2014-0048866,2014-04-23,KR
7896283,0,national,A 925/2005,2005-05-30,AT
5691588,0,,43 23 602.2,1993-07-09,DE
4223802,0,,2744760,1977-10-05,DE
4361179,0,,3027964,1980-07-24,DE
5930583,0,,8-244110,1996-08-27,JP
6358654,1,,10-211376,1998-07-27,JP
6856375,0,national,2000-264839,2000-09-01,JP
4614282,0,,487452,1985-07-25,CA
6807283,0,,P.2001-341119,2001-11-06,JP
7596297,0,national,2002-288924,2002-10-01,JP
6649353,0,,197 35 221,1997-08-14,DE
5048223,0,,62-167195,1987-10-31,JP
6307205,0,,10-056324,1998-03-09,JP
10365868,0,national,2017-189193,2017-09-28,JP
11229208,1,regional,13176263,2013-07-12,EP
5939817,0,,6-227745,1994-09-22,JP
4660217,0,,59-276294,1984-12-27,JP
8259968,2,national,2008 1 0067589,2008-06-04,CN
5219766,0,,2-107351,1990-04-25,JP
8378379,0,national,2010-034976,2010-02-19,JP
7643447,1,national,09-216737,1997-08-11,JP
6906876,0,national,2001-151251,2001-05-21,JP
4029778,0,,3952/69,1969-01-23,UK
8686605,2,national,2011-111759,2011-05-18,JP
5758612,1,,6-207089,1994-08-31,JP
8103374,0,national,2007-201323,2007-08-01,JP
4049712,0,,71.23198,1971-06-25,FR
4382534,0,,8019404,1980-06-13,GB
9786974,0,national,2012-233659,2012-10-23,JP
6847874,0,national,101 26 933,2001-06-01,DE
5852734,0,,6-154942,1994-07-06,JP
9751175,0,regional,14002756,2014-08-06,EP
6040134,0,,0109/95,1995-01-31,DK
5866538,0,,685/96,1996-06-20,DK
4374385,0,,54-171913,1979-12-27,JP
6771324,0,,10-078824,1998-03-26,JP
7446814,0,national,10-2003-0077346,2003-11-03,KR
8105121,0,national,2007-288288,2007-11-06,JP
7182406,0,national,0101944,2001-06-01,SE
7667809,0,national,P 2005-377202,2005-12-28,JP
7531298,0,national,2003-376147,2003-11-05,JP
7745747,0,regional,06075951,2006-04-26,EP
5786704,0,,1995-7446,1995-04-13,KR
9697785,0,national,10-2008-0016030,2008-02-21,KR
7179147,0,national,2003-119306,2003-04-24,JP
4708562,0,,86114,1985-10-10,LU
10790308,0,national,2016-055571,2016-03-18,JP
5141327,4,,1-47738,1989-04-25,JP
6837229,0,national,2003-094991,2003-03-31,JP
4560371,0,,58-70920,1983-04-23,JP
7850174,0,national,2003-001547,2003-01-07,JP
6556362,2,,11-009324,1999-01-18,JP
4840544,1,,60-44663,1985-03-26,JP
11213209,0,national,JP2011-254654,2011-11-22,JP
5931420,0,,9-039271,1997-02-24,JP
9841678,0,national,2013-203628,2013-09-30,JP
7462320,0,national,94137286 A,2005-10-25,TW
10653365,1,national,2014-211986,2014-10-16,JP
8011837,0,national,2008-326377,2008-12-22,JP
5379367,0,,90-22320,1990-12-28,KR
6734701,0,,TO2002A000811,2002-09-18,IT
4336403,0,,3004467,1980-02-07,DE
5389611,0,,2-13315,1990-01-23,JP
5620703,0,,41 34 158.9,1991-10-11,DE
10384541,1,national,2017 1 0355364,2017-05-19,CN
4287751,0,,52/134259,1977-11-09,JP
10087686,0,regional,15170715,2015-06-04,EP
4783700,0,,61-132862,1986-06-10,JP
4527176,0,,57-94978[U],1982-06-24,JP
6031290,1,,5-23289,1993-01-18,JP
6078140,0,,96201564,1996-06-06,EP
8443842,0,national,10 2008 049 891,2008-10-02,DE
5492486,0,,5-005334  U,1993-01-27,JP
10534766,0,national,2013-150946,2013-07-19,JP
5206581,0,,1-284976,1989-11-02,JP
5442236,0,,4-089591,1992-03-14,JP
8353249,0,national,2667661,2009-05-21,CA
7575922,0,national,11-275947,1999-09-29,JP
8563077,0,national,2011-217894,2011-09-30,JP
5523414,2,,6-090003,1994-04-27,JP
7219996,0,national,2003-334439,2003-09-25,JP
4892509,0,,3815115,1988-05-04,DE
6806661,0,,2000-094569,2000-03-30,JP
4131372,0,,2618379,1976-04-27,DE
4843172,0,,61-313868,1986-12-24,JP
7221388,0,national,11-027354,1999-02-04,JP
7299170,1,national,0322325.2,2003-09-24,GB
6823792,0,,101 36 126,2001-07-26,DE
7392315,0,national,2000-264561,2000-08-31,JP
9838093,0,national,10-2013-0093199,2013-08-06,KR
6489506,0,,9705699,1997-03-19,GB
6621352,0,,2000-329770,2000-10-30,JP
8471277,1,national,2011-177805,2011-08-16,JP
9437764,0,national,2013-124592,2013-06-13,JP
10460105,1,national,1611301.1,2016-06-29,GB
9117033,0,national,2011 1 0032172,2011-01-28,CN
6422851,1,,98-16328,1998-05-07,KR
7866789,1,national,2006-288738,2006-10-24,JP
8437487,0,regional,10152253,2010-02-01,EP
5146318,1,,1-274391,1989-10-19,JP
6656365,0,,2001-081329,2001-03-21,JP
7301869,0,national,P2002-216667,2002-07-25,JP
8640478,0,national,10-2008-0086032,2008-09-01,KR
D358697,0,,5-26175,1993-08-27,JP
9219265,1,national,10-2007-0103290,2007-10-13,KR
10896337,0,national,10 2016 118 538,2016-09-29,DE
10146368,0,national,2012-163421,2012-07-24,JP
10862246,0,national,10-2017-0171585,2017-12-13,KR
4138394,0,,51-6926,1976-01-24,JP
4968102,0,,8800692,1988-06-17,BE
6180073,0,,96 13352,1996-10-31,FR
9625162,0,national,2008-195621,2008-07-30,JP
7335716,3,national,11-352095,1999-12-10,JP
11435689,0,national,JP2019-086877,2019-04-26,JP
7268356,0,national,2000-342372,2000-11-06,JP
4631922,0,,3502363,1985-01-25,DE
7854093,0,national,2007-021937,2007-01-31,JP
7437930,0,national,03 51099,2003-12-17,FR
7216880,0,national,03 07408,2003-06-19,FR
11322604,0,national,JP2019-173680,2019-09-25,JP
6878779,3,national,2001-221247,2001-07-23,JP
D775442,0,national,30-2014-0000539,2014-01-03,KR
4708720,0,,85 02035,1985-02-13,FR
8740083,0,regional,11157740,2011-03-10,EP
6595220,0,,7-163942,1996-06-04,JP
7548420,0,national,0502703,2005-12-08,SE
7820073,0,national,10-2006-0017440,2006-02-22,KR
4220675,0,,52-70196,1977-06-14,JP
8002058,0,national,2008-180915,2008-07-11,JP
9322673,0,national,10 2009 006 529,2009-01-28,DE
10321985,0,national,10 2014 114 747,2014-10-10,DE
5634782,0,,6-296751,1994-11-30,JP
10094954,1,national,2015-189276,2015-09-28,JP
6409961,1,,9-073713,1997-03-26,JP
9961276,0,national,2012-045368,2012-03-01,JP
5548343,0,,92 04547,1992-04-14,FR
10003956,0,national,102016000069354,2016-07-04,IT
8981022,0,national,2009-276136,2009-12-04,JP
11232696,0,national,2021101687444,2021-02-07,CN
8132421,0,national,2008-048797,2008-02-28,JP
7851518,0,national,2006-210973,2006-08-02,JP
7254507,0,national,2003-302986,2003-08-27,JP
7989478,0,national,2003-324152,2003-09-17,JP
7982686,0,national,0505347.5,2005-03-16,GB
5150356,0,,2-197631,1990-07-27,JP
5879192,1,,7-149455,1995-05-24,JP
8384252,0,national,2010-054384,2010-03-11,JP
7502423,0,national,2005-112593,2005-04-08,JP
5268512,0,,2-99333,1990-04-17,JP
9461733,0,national,11 01853,2011-06-16,FR
6428641,2,,98-35618,1998-08-31,KR
6494857,0,,198 40 047,1998-09-02,DE
9368054,0,national,2013 1 0290184,2013-07-10,CN
9253655,0,international,PCT/CN2010/000865,2010-06-16,WO
7352050,0,national,10-2004-0020520,2004-03-25,KR
9817472,0,national,10-2012-0124214,2012-11-05,KR
11372321,0,national,JP2018-097923,2018-05-22,JP
6336624,0,,2712/97,1997-11-24,CH
8524233,0,national,650/CHE/2008,2008-03-14,IN
5063239,0,,3607821,1986-03-08,DE
6467591,0,,2000-069078,2000-03-13,JP
8797313,1,national,2009-134872,2009-06-04,JP
8891469,0,national,2009-286655,2009-12-17,JP
6603173,0,,3-187602,1991-07-26,JP
5701494,0,,7-124894,1995-05-24,JP
8043745,0,national,2004-124174,2004-04-20,JP
8676414,4,national,2008 1 0217015,2008-10-11,CN
11045911,0,national,JP2019-124415,2019-07-03,JP
9733303,0,national,10 2012 204 960,2012-03-28,DE
9253363,0,national,2013-199930,2013-09-26,JP
4339826,0,,54-89734,1979-07-14,JP
7188903,0,national,101 44 840,2001-09-06,DE
8753119,0,national,100123947 A,2011-07-06,TW
6963531,2,national,98-39727,1998-09-24,KR
D888988,2,regional,004672053-0003,2018-01-19,EM
5310192,0,,3-358480,1991-12-28,JP
4917763,0,,8405231,1984-10-19,SE
5381197,0,,2-11658,1990-01-19,JP
D696764,1,national,2011-007169,2011-03-30,JP
9547222,0,national,2013900409,2013-02-08,AU
11262062,8,national,202010147591.0,2020-03-05,CN
10143342,0,national,PUV2012-26237,2012-06-18,CZ
7244280,0,national,2003-018491,2003-01-28,JP
5934506,0,,9401492,1994-09-13,NL
5021494,0,,63-249607,1988-10-03,JP
4838655,0,,62-1636,1987-01-09,JP
7869294,1,national,2009-062365,2009-03-16,JP
7637977,0,national,MI03A2563,2003-12-22,IT
10210969,0,regional,15168820,2015-05-22,EP
9131082,1,national,2008-252496,2008-09-30,JP
7719608,0,national,2005-374245,2005-12-27,JP
4478231,0,,3025968,1980-07-09,DE
4256711,0,,35202/76,1976-08-24,GB
D376858,0,,7-7924,1995-03-24,JP
11453451,0,national,A 60121/2017,2017-11-04,AT
4698494,1,,60-126579,1985-06-11,JP
8653806,0,national,2008-216512,2008-08-26,JP
6377398,4,,PCT/IT97/00096,1997-04-28,WO
6748852,0,,2000-203919,2000-07-05,JP
8174033,1,national,2008-26481,2008-02-06,JP
4727108,2,,61-80387,1986-04-08,JP
8226998,0,regional,05257672,2005-12-14,EP
9933283,0,national,1350697,2013-06-07,SE
6930376,0,national,2002-035995,2002-02-13,JP
7270841,1,national,100 35 790,2000-07-22,DE
8638167,0,national,100110852 A,2011-03-29,TW
7591665,2,national,2007-209454,2007-08-10,JP
10266470,0,regional,15162619,2015-04-07,EP
6341567,0,,5857,1995-10-06,AU
7831365,0,national,103 53 978,2003-11-19,DE
4804894,0,,61-134684,1986-06-10,JP
11194184,0,national,201810049483.2,2018-01-18,CN
4668926,0,,85 02119,1985-02-14,FR
5134435,3,,60-089744,1985-04-25,JP
5192367,0,,4013462,1990-04-27,DE
7818829,0,national,RE2004A0056,2004-05-19,IT
7927653,1,national,2005-363501,2005-12-16,JP
D677222,2,regional,001220511-0003,2010-06-09,EM
8128556,0,national,2008-324137,2008-12-19,JP
7453517,0,national,2002-262994,2002-09-09,JP
4945547,0,,2711/85,1985-10-04,AU
8626173,0,national,2008-023207,2008-02-01,JP
10642590,1,national,201741023119,2018-02-09,IN
D861608,0,national,2016-022843,2016-10-20,JP
D775166,1,national,2014-013829,2014-06-25,JP
5729414,0,,9109036  U,1991-07-23,DE
10473383,0,national,1020170192334,2017-09-08,BR
10155095,0,national,1037372,2009-10-07,NL
5283785,0,,9005723,1990-03-14,GB
10438091,0,national,2015 1 0753125,2015-11-06,CN
8996233,0,national,2011-268546,2011-12-08,JP
D683000,2,national,13892/2011,2011-09-02,AU
8002329,0,national,2006-246562,2006-09-12,JP
4447165,0,,2353275,1981-12-02,DD
4985642,0,,87 17712,1987-12-18,FR
5630226,1,,3-172872,1991-07-15,JP
5932535,0,,195 48 068,1995-12-21,DE
9616170,0,national,2012-069811,2012-03-26,JP
5383154,0,,4-046484,1992-03-04,JP
10403803,0,national,2015-255502,2015-12-26,JP
4454441,0,,,,ZZ
4346034,0,,8971/79,1979-10-04,CH
4732908,1,,3362/84,1984-07-11,CH
4345676,0,,7911750,1979-04-04,GB
D590702,0,regional,000802186,2007-09-28,EM
9374073,0,national,2013 1 0717347,2013-12-23,CN
10239717,0,national,2015-174950,2015-09-04,JP
11219275,0,national,JP2017-016409,2017-02-01,JP
10727387,1,national,2018-005345,2018-01-17,JP
3949598,0,,7313782,1973-10-10,SW
5341299,0,,3907802,1989-03-10,DE
4114329,5,,2525220,1975-06-06,DE
8288221,0,national,2008-208472,2008-08-13,JP
8797557,1,national,2001-349644,2001-11-15,JP
4486748,0,,54-97912,1979-07-30,JP
5840385,0,,942877,1994-06-16,FI
8785884,0,national,1001051.0,2010-01-22,GB
6304329,0,,10-296578,1998-10-19,JP
6736500,1,,2000-004019,2000-01-12,JP
D850597,0,national,D0523090,2016-04-14,ES
5716857,0,,2-195173,1990-07-24,JP
5514850,3,,5-011191,1993-01-26,JP
6788892,1,,2002-195402,2002-07-04,JP
6023911,0,,196 50 182,1996-12-04,DE
5602712,2,,3-276706,1991-09-27,JP
9219276,1,national,2010 1 0242531,2010-08-02,CN
7348759,0,national,2002-380274,2002-12-27,JP
4922906,0,,60-271589,1985-12-04,JP
9999098,0,national,103119779 A,2014-06-06,TW
4362014,1,,7900076,1979-01-02,GB
4834294,0,,1268/87,1987-04-02,CH
4893294,1,,62-47791,1987-03-04,JP
11300384,0,national,1873483,2018-12-20,FR
5100468,1,,63-015243,1988-01-25,JP
10197779,0,national,2015-203190,2015-10-14,JP
4891492,0,,114284,1987-05-11,JP
9899896,0,regional,13154747,2013-02-11,EP
6405577,0,,10-194149,1998-07-09,JP
D863750,7,regional,003183482-0008,2016-06-10,EM
9939640,0,national,10 2015 210 753,2015-06-12,DE
9698464,1,national,2014-248807,2014-12-09,JP
8550968,3,national,2005-327564,2005-11-11,JP
5258529,1,,1-174997,1989-07-05,JP
5696566,1,,92-16300,1992-09-07,KR
5317714,0,,2-16473,1990-01-26,JP
6495288,0,,8-355176,1996-12-19,JP
7408434,0,national,10-2005-0055796,2005-06-27,KR
9252424,0,national,10-2012-0006404,2012-01-19,KR
6531935,0,,98 08918,1998-07-10,FR
8555303,0,national,2010-119651,2010-05-25,JP
4493542,1,,57-143347,1982-08-20,JP
8366831,0,national,10-2008-0125094,2008-12-10,KR
10153065,3,national,2012-212998,2012-09-26,JP
5776300,0,,7-318173,1995-12-06,JP
8139008,0,national,97142639 A,2008-11-05,TW
9780175,0,national,2012-012920,2012-01-25,JP
8253507,0,national,98138205 A,2009-11-11,TW
6490063,0,,10-219827,1998-07-17,JP
6361585,0,,11-252169,1999-09-06,JP
9237751,0,national,0905365.3,2009-03-27,GB
8300307,0,national,10 2007 016 588,2007-04-05,DE
10448337,0,national,2016 1 0169852,2016-03-23,CN
4988622,0,,4065414,1986-04-30,SU
5028798,0,,3835417,1988-10-18,DE
9203087,0,national,201010242522,2010-08-02,CN
4779787,0,,61-205334,1986-09-01,JP
8040342,0,national,10-2006-0062603,2006-07-04,KR
8636376,0,national,1029381,2005-06-30,NL
4672286,0,,8429450,1984-11-21,GB
4804941,0,,62-030831,1987-02-12,JP
5890483,0,,9616541,1996-08-06,GB
9923477,0,national,2014-184549,2014-09-10,JP
5866226,0,,7-181130,1995-06-23,JP
9239517,0,national,2010-172403,2010-07-30,JP
11151374,0,national,1658121,2016-09-01,FR
4196797,0,,10553/77,1977-03-12,GB
4376911,1,,55-52192,1980-04-18,JP
10578613,0,national,1451012-7,2014-09-01,SE
8410062,0,national,2008-254552,2008-09-30,JP
7454161,2,national,2004-319698,2004-11-02,JP
8810167,0,national,2010-187602,2010-08-24,JP
7337457,2,national,2001-689,2001-01-05,KR
6860096,0,national,101 57 077,2001-11-21,DE
10123137,0,national,10-2016-0052874,2016-04-29,KR
6970441,0,national,955206,1995-10-31,FI
8685933,0,national,06 10855,2006-12-13,FR
11425711,0,national,JP2018-217651,2018-11-20,JP
7347118,0,national,10 2004 042 642,2004-09-03,DE
4336346,0,,3017537,1980-05-08,DE
10947180,0,regional,05112758,2005-12-22,EP
5467395,0,,3-092292,1991-04-23,JP
5735583,0,,5-234922,1993-09-21,JP
9900035,0,national,2015-109097,2015-05-28,JP
D543444,0,regional,000477781,2006-02-09,EM
D488544,0,,4 02 07 822,2002-09-14,DE
9903960,0,regional,15159419,2015-03-17,EP
6726936,2,,10-356752,1998-12-15,JP
D580948,0,national,2007-8379,2007-04-01,JP
9768765,0,national,2016-019178,2016-02-03,JP
4607097,1,,58-130364,1983-07-19,JP
10984942,0,national,10-2018-0029971,2018-03-14,KR
5933299,4,,3-258000,1991-10-04,JP
11153430,0,national,201410191534.7,2014-05-07,CN
D604427,0,regional,000958137-0004,2008-06-25,EM
7456657,0,national,2006-086708,2006-03-27,JP
6854890,0,national,91207935 U,2002-05-30,TW
D900157,0,national,30-2019-0000539,2019-01-04,KR
7685866,0,regional,05100764,2005-02-04,EP
8254145,0,national,2009 2 0314800 U,2009-11-16,CN
6928229,0,national,3-217020,1991-08-28,JP
8145683,0,national,10 2004 013 132,2004-03-17,DE
8007266,3,national,RE2004A0042,2004-04-23,IT
6307875,1,,10-32688,1998-02-16,JP
D315453,0,,62-13410,1987-04-08,JP
9246205,1,national,2012-016372,2012-01-30,JP
8257037,0,national,0700142.3,2007-01-05,GB
8857651,2,national,A 1023/2007,2007-07-03,AT
6539566,0,,9901221,1998-01-21,GB
6196182,0,,10-292905,1998-09-30,JP
D577134,0,national,0703133.1M001-M002,2007-12-14,HK
10093456,0,national,13 57823,2013-08-06,FR
10229814,2,national,2011-267960,2011-12-07,JP
4930301,0,,62-182143[U],1987-11-30,JP
7696263,1,national,2002-174350,2002-06-14,JP
7395455,0,national,0405941.6,2004-03-17,GB
8432443,0,national,10-2008-0017756,2008-02-27,KR
5721535,0,,6-114830,2004-05-27,JP
7689096,1,national,2002-285133,2002-09-30,JP
10909290,0,national,108112082 A,2019-04-08,TW
9047056,0,national,2012 1 04301988,2012-11-01,CN
6509490,0,,2000-287435,2000-09-21,JP
4958335,1,,62-324139,1987-12-23,JP
4664454,0,,212095,1983-12-22,BE
9029577,0,regional,12153494,2012-02-01,EP
9578479,0,national,10-2013-0091478,2013-08-01,KR
8059841,9,national,2008 1 0067905,2008-06-18,CN
